"",Name,OutcomeType,OutcomeSubtype,AnimalType,AgeDays,Fertility,sex,Hour,Weekday,Month,Year,TimeofDay,WorkDay,Mix,SimpleBreed,PureColor,SimpleColor,Age
"22773",N,Transfer,SCRP,Cat,300,Y,Male,13,4,1,2016,afternoon,Y,Y,Domestic Shorthair,Pure,Brown,Kid
"22774",N,Transfer,Partner,Cat,3,Unknown,Unknown,12,4,6,2015,afternoon,Y,Y,Domestic Shorthair,Mix,Black,Kid
"22775",N,Transfer,Partner,Cat,2,Unknown,Unknown,14,7,5,2015,afternoon,N,Y,Domestic Shorthair,Pure,White,Kid
"22776",N,Transfer,Partner,Cat,21,Y,Female,16,7,8,2014,everning,N,Y,Domestic Shorthair,Pure,Black,Kid
"22777",N,Transfer,Partner,Cat,7,Unknown,Unknown,12,6,10,2015,afternoon,N,Y,Domestic Shorthair,Pure,Brown,Kid
"22778",N,Transfer,Partner,Cat,1,Y,Female,16,5,3,2014,everning,Y,Y,Domestic Shorthair,Mix,Torbie,Kid
"22779",N,Transfer,Partner,Cat,30,Y,Female,13,3,6,2014,afternoon,Y,Y,Domestic Shorthair,Mix,Tortie,Kid
"22780",N,Transfer,Partner,Cat,730,Y,Male,19,6,1,2016,everning,N,Y,Domestic Shorthair,Pure,White,Adult
"22781",N,Transfer,Partner,Cat,7,Y,Female,19,5,4,2015,everning,Y,Y,Domestic Shorthair,Mix,Calico,Kid
"22782",N,Transfer,Partner,Cat,21,Unknown,Unknown,15,7,5,2015,afternoon,N,Y,Domestic Shorthair,Mix,Black,Kid
"22783",Y,Transfer,Partner,Cat,90,Y,Female,15,5,7,2015,afternoon,Y,Y,Domestic Medium Hair,Mix,Blue,Kid
"22784",Y,Transfer,Partner,Cat,730,N,Female,13,7,6,2015,afternoon,N,Y,Domestic Medium Hair,Pure,Orange,Adult
"22785",N,Transfer,Partner,Cat,7,Unknown,Unknown,19,6,6,2015,everning,N,Y,Domestic Shorthair,Pure,Black,Kid
"22786",N,Transfer,SCRP,Cat,365,N,Male,19,4,5,2014,everning,Y,Y,Domestic Longhair,Pure,Orange,Adult
"22787",N,Transfer,Partner,Cat,21,Y,Male,15,7,8,2014,afternoon,N,Y,Domestic Shorthair,Pure,Orange,Kid
"22788",N,Transfer,SCRP,Cat,730,Unknown,Unknown,9,5,7,2015,morning,Y,Y,Domestic Shorthair,Pure,Brown,Adult
"22789",N,Transfer,Partner,Cat,90,N,Male,13,5,10,2015,afternoon,Y,Y,Domestic Shorthair,Pure,Orange,Kid
"22790",N,Transfer,SCRP,Cat,365,Unknown,Unknown,9,6,7,2015,morning,N,Y,Domestic Medium Hair,Pure,Brown,Adult
"22791",N,Transfer,Partner,Cat,28,Unknown,Unknown,15,5,6,2015,afternoon,Y,Y,Domestic Shorthair,Pure,Brown,Kid
"22792",N,Transfer,Partner,Cat,7,Y,Male,13,4,11,2014,afternoon,Y,Y,Domestic Shorthair,Pure,Black,Kid
"22793",Y,Transfer,Partner,Cat,1095,N,Male,13,7,2,2015,afternoon,N,Y,Domestic Shorthair,Pure,Brown,Adult
"22794",N,Transfer,Partner,Cat,14,Y,Female,18,2,8,2014,everning,Y,Y,Siamese,Pure,Lilac,Kid
"22795",N,Transfer,Partner,Cat,14,Unknown,Unknown,11,3,5,2015,afternoon,Y,Y,Domestic Shorthair,Pure,Brown,Kid
"22796",N,Transfer,Partner,Cat,7,Y,Male,13,3,9,2014,afternoon,Y,Y,Domestic Shorthair,Pure,Black,Kid
"22797",N,Transfer,SCRP,Cat,90,Unknown,Unknown,9,5,1,2015,morning,Y,Y,Domestic Shorthair,Mix,Black,Kid
"22798",Y,Transfer,Partner,Cat,1825,N,Male,13,2,2,2015,afternoon,Y,Y,Domestic Shorthair,Pure,Brown,Adult
"22799",N,Transfer,Partner,Cat,21,Y,Male,16,7,5,2014,everning,N,Y,Domestic Longhair,Mix,Blue,Kid
"22800",Y,Transfer,Partner,Cat,60,Y,Female,16,3,12,2014,everning,Y,Y,Domestic Shorthair,Mix,Black,Kid
"22801",N,Transfer,Partner,Cat,60,N,Male,14,1,6,2014,afternoon,Y,Y,Domestic Medium Hair,Pure,Brown,Kid
"22802",N,Transfer,Partner,Cat,60,Y,Female,12,5,11,2014,afternoon,Y,Y,Russian Blue,Mix,Blue,Kid
"22803",Y,Transfer,Partner,Cat,1825,N,Female,14,5,9,2014,afternoon,Y,Y,Domestic Shorthair,Mix,Black,Adult
"22804",N,Transfer,SCRP,Cat,90,Y,Male,9,6,8,2015,morning,N,Y,Domestic Shorthair,Pure,White,Kid
"22805",N,Transfer,SCRP,Cat,365,Unknown,Unknown,9,4,3,2015,morning,Y,Y,Domestic Shorthair,Pure,Black,Adult
"22806",Y,Transfer,Partner,Cat,60,Y,Female,11,6,10,2014,afternoon,N,N,Domestic Shorthair,Pure,Blue,Kid
"22807",N,Transfer,SCRP,Cat,730,Y,Male,9,1,1,2015,morning,Y,Y,Domestic Shorthair,Pure,Orange,Adult
"22808",Y,Transfer,Partner,Cat,365,N,Female,14,6,11,2014,afternoon,N,Y,Domestic Shorthair,Pure,Black,Adult
"22809",N,Transfer,SCRP,Cat,365,N,Male,9,7,6,2014,morning,N,Y,Domestic Shorthair,Pure,Orange,Adult
"22810",N,Transfer,Partner,Cat,14,Unknown,Unknown,16,5,6,2015,everning,Y,Y,Domestic Shorthair,Pure,Brown,Kid
"22811",Y,Transfer,Partner,Cat,365,N,Female,15,3,9,2015,afternoon,Y,Y,Domestic Shorthair,Mix,Torbie,Adult
"22812",N,Transfer,Partner,Cat,7,Unknown,Unknown,15,5,4,2015,afternoon,Y,Y,Domestic Shorthair,Mix,Black,Kid
"22813",N,Transfer,Partner,Cat,21,Unknown,Unknown,14,2,6,2015,afternoon,Y,Y,Domestic Longhair,Pure,Brown,Kid
"22814",N,Transfer,Partner,Cat,14,Y,Male,13,4,5,2014,afternoon,Y,Y,Domestic Shorthair,Pure,Black,Kid
"22815",Y,Transfer,Partner,Cat,7,Y,Male,18,1,8,2015,everning,Y,Y,Domestic Shorthair,Mix,Black,Kid
"22816",N,Transfer,Partner,Cat,14,Y,Female,13,2,4,2015,afternoon,Y,Y,Domestic Shorthair,Mix,White,Kid
"22817",Y,Transfer,Partner,Cat,30,Y,Female,13,5,10,2013,afternoon,Y,Y,Domestic Shorthair,Mix,Calico,Kid
"22818",Y,Transfer,Partner,Cat,28,Y,Female,15,7,10,2013,afternoon,N,Y,Domestic Longhair,Mix,Black,Kid
"22819",N,Transfer,Partner,Cat,30,Y,Female,15,7,7,2014,afternoon,N,Y,Domestic Shorthair,Pure,Torbie,Kid
"22820",Y,Transfer,Partner,Cat,240,N,Male,15,2,6,2015,afternoon,Y,Y,Domestic Shorthair,Pure,White,Kid
"22821",Y,Transfer,Partner,Cat,1825,N,Female,13,7,10,2015,afternoon,N,Y,Domestic Shorthair,Mix,Blue,Adult
"22822",Y,Transfer,Partner,Cat,30,Y,Female,15,6,9,2014,afternoon,N,Y,Domestic Shorthair,Mix,Black,Kid
"22823",Y,Transfer,Partner,Cat,60,N,Male,0,3,12,2015,night,Y,Y,Domestic Medium Hair,Pure,Brown,Kid
"22824",N,Transfer,SCRP,Cat,90,Y,Male,9,2,10,2015,morning,Y,Y,Domestic Shorthair,Pure,Orange,Kid
"22825",N,Transfer,SCRP,Cat,210,Unknown,Unknown,9,4,3,2015,morning,Y,Y,Domestic Longhair,Mix,Tortie,Kid
"22826",N,Transfer,SCRP,Cat,365,N,Male,9,5,3,2015,morning,Y,Y,Domestic Shorthair,Pure,Orange,Adult
"22827",N,Transfer,SCRP,Cat,365,Unknown,Unknown,9,5,7,2015,morning,Y,Y,Domestic Shorthair,Pure,Brown,Adult
"22828",N,Transfer,Partner,Cat,14,Unknown,Unknown,14,4,3,2015,afternoon,Y,Y,Domestic Shorthair,Pure,Brown,Kid
"22829",N,Transfer,Partner,Cat,7,Y,Female,12,3,10,2013,afternoon,Y,Y,Domestic Shorthair,Pure,Orange,Kid
"22830",Y,Transfer,Partner,Cat,3650,N,Male,11,6,3,2015,afternoon,N,Y,Domestic Shorthair,Pure,Black,Old
"22831",Y,Transfer,Partner,Cat,365,Y,Male,12,2,5,2015,afternoon,Y,Y,Domestic Medium Hair,Pure,Brown,Adult
"22832",N,Transfer,Partner,Cat,14,Y,Female,17,6,6,2015,everning,N,Y,Domestic Shorthair,Mix,Tortie,Kid
"22833",N,Transfer,Partner,Cat,14,Y,Female,12,4,6,2015,afternoon,Y,Y,Domestic Shorthair,Mix,Tortie,Kid
"22834",Y,Transfer,Partner,Cat,365,N,Female,14,2,12,2015,afternoon,Y,Y,Domestic Shorthair,Mix,Calico,Adult
"22835",N,Transfer,SCRP,Cat,365,Unknown,Unknown,19,4,6,2014,everning,Y,Y,Domestic Longhair,Pure,Brown,Adult
"22836",N,Transfer,SCRP,Cat,180,Unknown,Unknown,18,1,9,2014,everning,Y,Y,Domestic Shorthair,Mix,Black,Kid
"22837",Y,Transfer,Partner,Cat,180,N,Female,13,4,12,2015,afternoon,Y,Y,Domestic Medium Hair,Pure,Cream,Kid
"22838",Y,Transfer,Partner,Cat,120,Y,Female,18,1,1,2014,everning,Y,Y,Snowshoe,Pure,Chocolate,Kid
"22839",N,Transfer,Partner,Cat,2,Y,Male,12,7,5,2014,afternoon,N,Y,Domestic Shorthair,Pure,Brown,Kid
"22840",N,Transfer,Partner,Cat,21,Y,Female,9,6,11,2014,morning,N,Y,Domestic Shorthair,Pure,Orange,Kid
"22841",N,Transfer,Partner,Cat,14,Y,Female,12,3,8,2015,afternoon,Y,Y,Domestic Shorthair,Pure,Orange,Kid
"22842",N,Transfer,Partner,Cat,21,Y,Male,9,6,11,2014,morning,N,Y,Domestic Shorthair,Pure,Blue,Kid
"22843",Y,Transfer,Partner,Cat,365,N,Male,14,4,8,2014,afternoon,Y,Y,Domestic Shorthair,Pure,Blue,Adult
"22844",N,Transfer,SCRP,Cat,60,Y,Female,9,2,11,2014,morning,Y,Y,Domestic Shorthair,Pure,Brown,Kid
"22845",N,Transfer,SCRP,Cat,365,Unknown,Unknown,9,5,8,2015,morning,Y,Y,Domestic Shorthair,Mix,Black,Adult
"22846",N,Transfer,Partner,Cat,3,Unknown,Unknown,18,7,5,2015,everning,N,Y,Domestic Shorthair,Pure,Brown,Kid
"22847",Y,Transfer,Partner,Cat,60,N,Male,15,1,8,2014,afternoon,Y,Y,Domestic Shorthair,Pure,Orange,Kid
"22848",Y,Transfer,Partner,Cat,365,N,Female,14,4,10,2015,afternoon,Y,Y,Domestic Shorthair,Pure,Tortie,Adult
"22849",N,Transfer,SCRP,Cat,2190,N,Male,9,3,8,2015,morning,Y,Y,Domestic Shorthair,Pure,Orange,Adult
"22850",Y,Transfer,Partner,Cat,730,N,Female,12,5,12,2014,afternoon,Y,Y,Domestic Shorthair,Pure,Brown,Adult
"22851",N,Transfer,Partner,Cat,1,Unknown,Unknown,12,1,9,2015,afternoon,Y,Y,Domestic Shorthair,Pure,Orange,Kid
"22852",Y,Transfer,Partner,Cat,3650,N,Male,14,7,11,2015,afternoon,N,Y,Domestic Shorthair,Pure,Black,Old
"22853",N,Transfer,Partner,Cat,30,Y,Male,17,2,9,2014,everning,Y,Y,Domestic Shorthair,Mix,Blue,Kid
"22854",N,Transfer,Partner,Cat,3,Unknown,Unknown,17,1,5,2015,everning,Y,Y,Domestic Shorthair,Pure,Brown,Kid
"22855",N,Transfer,Partner,Cat,7,Unknown,Unknown,10,6,6,2014,morning,N,Y,Domestic Shorthair,Pure,Gray,Kid
"22856",Y,Transfer,Partner,Cat,30,Y,Female,16,6,11,2013,everning,N,Y,Domestic Longhair,Pure,Brown,Kid
"22857",N,Transfer,Partner,Cat,60,Y,Male,16,3,6,2014,everning,Y,Y,Domestic Shorthair,Pure,Cream,Kid
"22858",N,Transfer,SCRP,Cat,210,N,Female,10,6,2,2014,morning,N,Y,Domestic Medium Hair,Pure,Brown,Kid
"22859",N,Transfer,SCRP,Cat,730,Y,Male,9,7,1,2015,morning,N,Y,Domestic Shorthair,Pure,Brown,Adult
"22860",N,Transfer,Partner,Cat,28,Y,Female,16,6,7,2014,everning,N,Y,Domestic Shorthair,Mix,Black,Kid
"22861",Y,Transfer,SCRP,Cat,1095,Y,Male,8,6,5,2014,morning,N,Y,Bengal,Pure,Brown,Adult
"22862",N,Transfer,Partner,Cat,28,Y,Female,14,2,6,2014,afternoon,Y,Y,Domestic Shorthair,Mix,Torbie,Kid
"22863",N,Transfer,Partner,Cat,1,Y,Female,14,3,5,2014,afternoon,Y,Y,Domestic Shorthair,Mix,Torbie,Kid
"22864",N,Transfer,Partner,Cat,60,Y,Male,13,5,11,2015,afternoon,Y,Y,Domestic Shorthair,Pure,Brown,Kid
"22865",N,Transfer,Partner,Cat,21,Unknown,Unknown,11,3,10,2015,afternoon,Y,Y,Domestic Shorthair,Pure,Brown,Kid
"22866",N,Transfer,Partner,Cat,14,Y,Male,14,4,10,2013,afternoon,Y,Y,Domestic Shorthair,Pure,Black,Kid
"22867",Y,Transfer,Partner,Cat,60,N,Male,10,7,7,2015,morning,N,Y,Domestic Medium Hair,Pure,Brown,Kid
"22868",N,Transfer,SCRP,Cat,120,Y,Male,9,7,4,2015,morning,N,Y,Domestic Shorthair,Pure,Brown,Kid
"22869",Y,Transfer,Partner,Cat,4745,N,Female,14,6,1,2014,afternoon,N,Y,Domestic Longhair,Mix,Black,Old
"22870",N,Transfer,Partner,Cat,14,Unknown,Unknown,19,1,9,2014,everning,Y,Y,Domestic Shorthair,Pure,Brown,Kid
"22871",N,Transfer,SCRP,Cat,730,Y,Female,18,6,2,2016,everning,N,Y,Domestic Shorthair,Mix,Tortie,Adult
"22872",N,Transfer,Partner,Cat,21,Y,Female,13,3,9,2014,afternoon,Y,Y,Domestic Shorthair,Pure,Brown,Kid
"22873",N,Transfer,Partner,Cat,3,Unknown,Unknown,17,4,9,2015,everning,Y,Y,Domestic Shorthair,Pure,Brown,Kid
"22874",N,Transfer,SCRP,Cat,270,Y,Female,9,7,3,2015,morning,N,Y,Domestic Medium Hair,Mix,Torbie,Kid
"22875",N,Transfer,Partner,Cat,2,Y,Male,14,7,10,2013,afternoon,N,Y,Domestic Shorthair,Pure,Brown,Kid
"22876",N,Transfer,Partner,Cat,4,Y,Male,14,5,8,2014,afternoon,Y,Y,Domestic Shorthair,Mix,Black,Kid
"22877",N,Transfer,Partner,Cat,28,Y,Male,15,4,7,2014,afternoon,Y,Y,Domestic Shorthair,Pure,Blue,Kid
"22878",N,Transfer,SCRP,Cat,365,Y,Male,9,3,6,2015,morning,Y,Y,Domestic Shorthair,Mix,White,Adult
"22879",N,Transfer,SCRP,Cat,730,Y,Male,23,4,10,2013,night,Y,Y,Domestic Shorthair,Pure,Brown,Adult
"22880",Y,Transfer,Partner,Cat,365,N,Female,13,7,6,2015,afternoon,N,Y,Domestic Shorthair,Pure,Brown,Adult
"22881",N,Transfer,SCRP,Cat,365,Y,Female,9,2,8,2014,morning,Y,Y,Domestic Shorthair,Mix,Calico,Adult
"22882",Y,Transfer,Partner,Cat,730,N,Female,13,6,6,2014,afternoon,N,Y,Domestic Shorthair,Pure,White,Adult
"22883",N,Transfer,Partner,Cat,21,Y,Female,0,3,8,2015,night,Y,Y,Domestic Shorthair,Pure,Orange,Kid
"22884",N,Transfer,Partner,Cat,14,Y,Male,12,3,10,2015,afternoon,Y,Y,Domestic Medium Hair,Pure,Black,Kid
"22885",Y,Transfer,Partner,Cat,90,N,Female,14,2,1,2016,afternoon,Y,Y,Domestic Shorthair,Mix,Black,Kid
"22886",N,Transfer,SCRP,Cat,365,Y,Female,15,5,10,2013,afternoon,Y,Y,Domestic Shorthair,Mix,Torbie,Adult
"22887",N,Transfer,Partner,Cat,7,Unknown,Unknown,12,7,6,2015,afternoon,N,Y,Domestic Shorthair,Pure,Black,Kid
"22888",N,Transfer,Partner,Cat,21,Y,Male,18,3,10,2014,everning,Y,Y,Domestic Shorthair,Pure,Orange,Kid
"22889",Y,Transfer,Partner,Cat,365,N,Female,13,4,7,2014,afternoon,Y,Y,Domestic Shorthair,Mix,Blue,Adult
"22890",Y,Transfer,Partner,Cat,730,Y,Female,15,6,7,2014,afternoon,N,Y,Domestic Longhair,Mix,Torbie,Adult
"22891",N,Transfer,Partner,Cat,21,Y,Male,19,3,7,2014,everning,Y,Y,Domestic Shorthair,Pure,Brown,Kid
"22892",N,Transfer,Partner,Cat,180,Y,Female,13,7,3,2014,afternoon,N,Y,Domestic Shorthair,Pure,Black,Kid
"22893",Y,Transfer,Partner,Cat,60,N,Male,14,1,10,2015,afternoon,Y,Y,Domestic Shorthair,Pure,Orange,Kid
"22894",N,Transfer,Partner,Cat,4,Unknown,Unknown,17,3,3,2015,everning,Y,Y,Domestic Shorthair,Pure,Black,Kid
"22895",N,Transfer,Partner,Cat,7,Unknown,Unknown,16,2,6,2015,everning,Y,Y,Domestic Shorthair,Pure,Black,Kid
"22896",N,Transfer,SCRP,Cat,1460,Y,Female,12,5,5,2014,afternoon,Y,Y,Domestic Shorthair,Mix,Tortie,Adult
"22897",N,Transfer,Partner,Cat,21,Unknown,Unknown,19,1,6,2015,everning,Y,Y,Domestic Shorthair,Pure,Brown,Kid
"22898",Y,Transfer,Partner,Cat,90,N,Male,17,4,10,2013,everning,Y,Y,Domestic Shorthair,Mix,Black,Kid
"22899",N,Transfer,Partner,Cat,21,Y,Male,15,7,4,2014,afternoon,N,Y,Domestic Medium Hair,Pure,Blue,Kid
"22900",N,Transfer,SCRP,Cat,90,Y,Male,9,7,10,2014,morning,N,Y,Domestic Longhair,Pure,Brown,Kid
"22901",N,Transfer,Partner,Cat,21,Y,Female,18,6,4,2014,everning,N,Y,Domestic Shorthair,Mix,Black,Kid
"22902",N,Transfer,SCRP,Cat,1095,N,Female,9,4,7,2015,morning,Y,Y,Domestic Shorthair,Pure,Orange,Adult
"22903",N,Transfer,Partner,Cat,30,Y,Female,15,3,7,2014,afternoon,Y,Y,Domestic Shorthair,Mix,Tortie,Kid
"22904",Y,Transfer,Partner,Cat,365,N,Male,14,2,4,2015,afternoon,Y,Y,Domestic Shorthair,Pure,Blue,Adult
"22905",N,Transfer,SCRP,Cat,90,Y,Male,9,7,11,2014,morning,N,Y,Domestic Shorthair,Mix,Black,Kid
"22906",N,Transfer,Partner,Cat,21,Y,Male,10,2,12,2014,morning,Y,Y,Domestic Shorthair,Pure,Brown,Kid
"22907",Y,Transfer,Partner,Cat,365,N,Female,14,3,11,2014,afternoon,Y,Y,Domestic Shorthair,Mix,Calico,Adult
"22908",Y,Transfer,SCRP,Cat,730,Y,Male,19,5,6,2014,everning,Y,Y,Domestic Shorthair,Pure,Brown,Adult
"22909",Y,Transfer,Partner,Cat,30,Y,Male,14,2,6,2014,afternoon,Y,Y,Domestic Longhair,Mix,Blue,Kid
"22910",Y,Transfer,Partner,Cat,30,Y,Female,14,3,6,2015,afternoon,Y,Y,Domestic Shorthair,Pure,Brown,Kid
"22911",N,Transfer,SCRP,Cat,365,Unknown,Unknown,17,2,1,2014,everning,Y,Y,Domestic Longhair,Pure,Silver,Adult
"22912",N,Transfer,SCRP,Cat,730,N,Female,9,4,9,2014,morning,Y,Y,Manx,Mix,Tortie,Adult
"22913",Y,Transfer,Partner,Cat,2555,N,Female,15,6,10,2015,afternoon,N,Y,Domestic Shorthair,Pure,Brown,Old
"22914",N,Transfer,Partner,Cat,3,Unknown,Unknown,15,6,9,2014,afternoon,N,Y,Domestic Shorthair,Pure,Black,Kid
"22915",N,Transfer,Partner,Cat,90,N,Female,13,4,10,2013,afternoon,Y,Y,Domestic Shorthair,Pure,White,Kid
"22916",Y,Transfer,Partner,Cat,300,N,Female,15,3,12,2013,afternoon,Y,Y,Domestic Shorthair,Mix,Calico,Kid
"22917",N,Transfer,Partner,Cat,14,Y,Male,18,6,5,2014,everning,N,Y,Domestic Shorthair,Pure,Brown,Kid
"22918",N,Transfer,Partner,Cat,21,Y,Female,19,3,2,2014,everning,Y,Y,Siamese,Pure,Lynx,Kid
"22919",N,Transfer,SCRP,Cat,365,Y,Male,9,6,1,2015,morning,N,Y,Domestic Shorthair,Pure,Black,Adult
"22920",N,Transfer,SCRP,Cat,258.934640522876,Y,Male,10,3,2,2016,morning,Y,Y,Domestic Shorthair,Pure,Blue,Kid
"22921",N,Transfer,Partner,Cat,28,Y,Male,12,1,4,2014,afternoon,Y,Y,Domestic Shorthair,Mix,Black,Kid
"22922",N,Transfer,Partner,Cat,14,Y,Male,17,1,10,2014,everning,Y,Y,Domestic Shorthair,Pure,Orange,Kid
"22923",N,Transfer,Partner,Cat,730,Y,Female,14,4,12,2013,afternoon,Y,Y,Domestic Shorthair,Pure,Cream,Adult
"22924",Y,Transfer,Partner,Cat,4380,N,Female,14,6,10,2014,afternoon,N,Y,Domestic Longhair,Mix,White,Old
"22925",N,Transfer,Partner,Cat,30,Y,Female,11,5,5,2015,afternoon,Y,Y,Domestic Shorthair,Pure,Blue,Kid
"22926",Y,Transfer,Partner,Cat,365,N,Female,10,4,11,2015,morning,Y,Y,Domestic Shorthair,Pure,Brown,Adult
"22927",N,Transfer,SCRP,Cat,210,Y,Male,12,7,5,2014,afternoon,N,Y,Domestic Shorthair,Mix,Black,Kid
"22928",N,Transfer,Partner,Cat,7,Y,Female,15,1,10,2015,afternoon,Y,Y,Domestic Shorthair,Pure,Brown,Kid
"22929",N,Transfer,Partner,Cat,14,Y,Female,17,7,6,2015,everning,N,Y,Domestic Shorthair,Mix,Torbie,Kid
"22930",N,Transfer,Partner,Cat,60,Y,Female,14,6,2,2015,afternoon,N,Y,Domestic Longhair,Pure,Orange,Kid
"22931",N,Transfer,Partner,Cat,14,Y,Female,15,6,6,2014,afternoon,N,Y,Domestic Shorthair,Mix,Tortie,Kid
"22932",N,Transfer,Partner,Cat,30,Y,Female,18,5,10,2015,everning,Y,Y,Siamese,Pure,Lynx,Kid
"22933",N,Transfer,SCRP,Cat,210,Y,Female,18,3,11,2014,everning,Y,Y,Domestic Shorthair,Mix,Calico,Kid
"22934",N,Transfer,Partner,Cat,21,Unknown,Unknown,19,1,6,2015,everning,Y,Y,Domestic Shorthair,Pure,Orange,Kid
"22935",N,Transfer,SCRP,Cat,365,Y,Male,9,3,1,2015,morning,Y,Y,Domestic Shorthair,Pure,White,Adult
"22936",N,Transfer,Partner,Cat,7,Y,Female,13,1,7,2014,afternoon,Y,Y,Domestic Shorthair,Pure,Orange,Kid
"22937",Y,Transfer,Partner,Cat,90,N,Female,13,4,1,2016,afternoon,Y,Y,Domestic Shorthair,Mix,Tortie,Kid
"22938",N,Transfer,SCRP,Cat,730,Unknown,Unknown,9,1,3,2015,morning,Y,Y,Domestic Medium Hair,Pure,Brown,Adult
"22939",Y,Transfer,Partner,Cat,730,N,Male,0,2,12,2015,night,Y,Y,Himalayan,Pure,Seal,Adult
"22940",N,Transfer,SCRP,Cat,365,Y,Male,13,7,3,2014,afternoon,N,Y,Domestic Shorthair,Pure,Cream,Adult
"22941",N,Transfer,SCRP,Cat,180,Unknown,Unknown,17,7,4,2014,everning,N,Y,Domestic Shorthair,Mix,Black,Kid
"22942",Y,Transfer,Partner,Cat,60,Y,Male,15,6,7,2014,afternoon,N,Y,Domestic Shorthair,Mix,White,Kid
"22943",N,Transfer,SCRP,Cat,365,Y,Male,9,2,10,2014,morning,Y,Y,Domestic Shorthair,Pure,Black,Adult
"22944",Y,Transfer,Partner,Cat,30,Y,Male,12,3,9,2014,afternoon,Y,Y,Domestic Shorthair,Pure,Brown,Kid
"22945",N,Transfer,SCRP,Cat,365,N,Male,19,3,2,2016,everning,Y,Y,Domestic Shorthair,Pure,Brown,Adult
"22946",Y,Transfer,Partner,Cat,30,Y,Male,14,3,6,2014,afternoon,Y,Y,Domestic Shorthair,Pure,Brown,Kid
"22947",Y,Transfer,Partner,Cat,2920,N,Female,14,2,10,2013,afternoon,Y,Y,Domestic Shorthair,Pure,Black,Old
"22948",N,Transfer,SCRP,Cat,730,Y,Male,9,2,12,2014,morning,Y,Y,Domestic Shorthair,Pure,Blue,Adult
"22949",N,Transfer,SCRP,Cat,150,Y,Male,14,6,1,2014,afternoon,N,Y,Domestic Shorthair,Mix,Black,Kid
"22950",N,Transfer,SCRP,Cat,730,N,Male,14,2,12,2013,afternoon,Y,Y,Domestic Shorthair,Pure,Brown,Adult
"22951",Y,Transfer,SCRP,Cat,210,N,Female,13,5,5,2014,afternoon,Y,Y,Domestic Shorthair,Mix,Calico,Kid
"22952",N,Transfer,SCRP,Cat,365,N,Male,18,7,1,2016,everning,N,Y,Domestic Shorthair,Pure,Brown,Adult
"22953",Y,Transfer,Partner,Cat,90,N,Male,13,4,10,2015,afternoon,Y,Y,Domestic Shorthair,Mix,Black,Kid
"22954",Y,Transfer,Partner,Cat,28,Y,Female,14,4,7,2014,afternoon,Y,Y,Snowshoe,Pure,Seal,Kid
"22955",N,Transfer,SCRP,Cat,365,Y,Female,9,6,7,2015,morning,N,Y,Domestic Shorthair,Pure,Brown,Adult
"22956",N,Transfer,SCRP,Cat,60,Y,Male,9,4,7,2015,morning,Y,Y,Domestic Shorthair,Pure,Blue,Kid
"22957",N,Transfer,Partner,Cat,7,Y,Male,16,3,6,2015,everning,Y,Y,Domestic Shorthair,Pure,Brown,Kid
"22958",N,Transfer,Partner,Cat,21,Y,Male,14,2,9,2014,afternoon,Y,Y,Domestic Shorthair,Pure,Orange,Kid
"22959",N,Transfer,SCRP,Cat,90,Y,Female,15,3,12,2013,afternoon,Y,Y,Domestic Shorthair,Mix,Blue,Kid
"22960",N,Transfer,Partner,Cat,14,Y,Male,18,2,8,2014,everning,Y,Y,Domestic Shorthair,Pure,Black,Kid
"22961",N,Transfer,SCRP,Cat,365,Y,Male,9,1,9,2014,morning,Y,Y,Domestic Shorthair,Pure,Orange,Adult
"22962",N,Transfer,Partner,Cat,7,Unknown,Unknown,12,6,10,2015,afternoon,N,Y,Domestic Shorthair,Pure,Brown,Kid
"22963",N,Transfer,Partner,Cat,7,Y,Female,11,5,4,2014,afternoon,Y,Y,Domestic Shorthair,Pure,Blue,Kid
"22964",N,Transfer,SCRP,Cat,120,Unknown,Unknown,9,7,9,2014,morning,N,Y,Domestic Shorthair,Pure,Orange,Kid
"22965",N,Transfer,SCRP,Cat,120,Y,Female,9,5,10,2014,morning,Y,Y,Domestic Shorthair,Pure,Black,Kid
"22966",N,Transfer,Partner,Cat,28,Unknown,Unknown,14,5,6,2015,afternoon,Y,Y,Domestic Shorthair,Pure,Orange,Kid
"22967",N,Transfer,Partner,Cat,14,Unknown,Unknown,14,2,8,2015,afternoon,Y,Y,Domestic Shorthair,Mix,Calico,Kid
"22968",Y,Transfer,Partner,Cat,365,N,Female,15,2,6,2015,afternoon,Y,Y,Domestic Shorthair,Mix,Tortie,Adult
"22969",N,Transfer,Partner,Cat,30,Y,Male,15,3,4,2015,afternoon,Y,Y,Domestic Shorthair,Pure,White,Kid
"22970",N,Transfer,SCRP,Cat,365,N,Female,9,5,1,2015,morning,Y,Y,Russian Blue,Mix,Blue,Adult
"22971",N,Transfer,SCRP,Cat,365,Y,Female,14,6,1,2014,afternoon,N,Y,Domestic Shorthair,Pure,Brown,Adult
"22972",N,Transfer,SCRP,Cat,300,Unknown,Unknown,9,5,6,2015,morning,Y,Y,Domestic Shorthair,Mix,Black,Kid
"22973",N,Transfer,SCRP,Cat,730,Unknown,Unknown,9,2,2,2015,morning,Y,Y,Domestic Shorthair,Pure,Brown,Adult
"22974",Y,Transfer,Partner,Cat,60,N,Male,14,1,12,2013,afternoon,Y,N,Siamese,Pure,Lynx,Kid
"22975",Y,Transfer,Partner,Cat,330,N,Female,0,3,11,2015,night,Y,Y,Domestic Shorthair,Pure,Brown,Kid
